iso_code,continent,location,date,new_cases_smoothed_per_million,people_vaccinated_per_hundred
AFG,Asia,Afghanistan,2020-02-24,0.004,0.0
AFG,Asia,Afghanistan,2020-02-25,0.004,0.0
AFG,Asia,Afghanistan,2020-02-26,0.004,0.0
AFG,Asia,Afghanistan,2020-02-27,0.004,0.0
AFG,Asia,Afghanistan,2020-02-28,0.004,0.0
AFG,Asia,Afghanistan,2020-02-29,0.004,0.0
AFG,Asia,Afghanistan,2020-03-01,0.004,0.0
AFG,Asia,Afghanistan,2020-03-02,0.0,0.0
AFG,Asia,Afghanistan,2020-03-03,0.004,0.0
AFG,Asia,Afghanistan,2020-03-04,0.011,0.0
AFG,Asia,Afghanistan,2020-03-05,0.011,0.0
AFG,Asia,Afghanistan,2020-03-06,0.011,0.0
AFG,Asia,Afghanistan,2020-03-07,0.011,0.0
AFG,Asia,Afghanistan,2020-03-08,0.015,0.0
AFG,Asia,Afghanistan,2020-03-09,0.022,0.0
AFG,Asia,Afghanistan,2020-03-10,0.022,0.0
AFG,Asia,Afghanistan,2020-03-11,0.026,0.0
AFG,Asia,Afghanistan,2020-03-12,0.029,0.0
AFG,Asia,Afghanistan,2020-03-13,0.033,0.0
AFG,Asia,Afghanistan,2020-03-14,0.04,0.0
AFG,Asia,Afghanistan,2020-03-15,0.04,0.0
AFG,Asia,Afghanistan,2020-03-16,0.04,0.0
AFG,Asia,Afghanistan,2020-03-17,0.044,0.0
AFG,Asia,Afghanistan,2020-03-18,0.048,0.0
AFG,Asia,Afghanistan,2020-03-19,0.048,0.0
AFG,Asia,Afghanistan,2020-03-20,0.059,0.0
AFG,Asia,Afghanistan,2020-03-21,0.055,0.0
AFG,Asia,Afghanistan,2020-03-22,0.066,0.0
AFG,Asia,Afghanistan,2020-03-23,0.084,0.0
AFG,Asia,Afghanistan,2020-03-24,0.084,0.0
AFG,Asia,Afghanistan,2020-03-25,0.191,0.0
AFG,Asia,Afghanistan,2020-03-26,0.202,0.0
AFG,Asia,Afghanistan,2020-03-27,0.228,0.0
AFG,Asia,Afghanistan,2020-03-28,0.283,0.0
AFG,Asia,Afghanistan,2020-03-29,0.308,0.0
AFG,Asia,Afghanistan,2020-03-30,0.385,0.0
AFG,Asia,Afghanistan,2020-03-31,0.484,0.0
AFG,Asia,Afghanistan,2020-04-01,0.444,0.0
AFG,Asia,Afghanistan,2020-04-02,0.587,0.0
AFG,Asia,Afghanistan,2020-04-03,0.675,0.0
AFG,Asia,Afghanistan,2020-04-04,0.708,0.0
AFG,Asia,Afghanistan,2020-04-05,0.807,0.0
AFG,Asia,Afghanistan,2020-04-06,0.815,0.0
AFG,Asia,Afghanistan,2020-04-07,0.914,0.0
AFG,Asia,Afghanistan,2020-04-08,0.91,0.0
AFG,Asia,Afghanistan,2020-04-09,0.899,0.0
AFG,Asia,Afghanistan,2020-04-10,0.943,0.0
AFG,Asia,Afghanistan,2020-04-11,0.939,0.0
AFG,Asia,Afghanistan,2020-04-12,0.991,0.0
AFG,Asia,Afghanistan,2020-04-13,1.094,0.0
AFG,Asia,Afghanistan,2020-04-14,1.068,0.0
AFG,Asia,Afghanistan,2020-04-15,1.248,0.0
AFG,Asia,Afghanistan,2020-04-16,1.306,0.0
AFG,Asia,Afghanistan,2020-04-17,1.376,0.0
AFG,Asia,Afghanistan,2020-04-18,1.387,0.0
AFG,Asia,Afghanistan,2020-04-19,1.428,0.0
AFG,Asia,Afghanistan,2020-04-20,1.325,0.0
AFG,Asia,Afghanistan,2020-04-21,1.387,0.0
AFG,Asia,Afghanistan,2020-04-22,1.439,0.0
AFG,Asia,Afghanistan,2020-04-23,1.45,0.0
AFG,Asia,Afghanistan,2020-04-24,1.556,0.0
AFG,Asia,Afghanistan,2020-04-25,1.945,0.0
AFG,Asia,Afghanistan,2020-04-26,1.963,0.0
AFG,Asia,Afghanistan,2020-04-27,2.484,0.0
AFG,Asia,Afghanistan,2020-04-28,2.705,0.0
AFG,Asia,Afghanistan,2020-04-29,2.8,0.0
AFG,Asia,Afghanistan,2020-04-30,3.27,0.0
AFG,Asia,Afghanistan,2020-05-01,3.523,0.0
AFG,Asia,Afghanistan,2020-05-02,3.692,0.0
AFG,Asia,Afghanistan,2020-05-03,4.305,0.0
AFG,Asia,Afghanistan,2020-05-04,4.371,0.0
AFG,Asia,Afghanistan,2020-05-05,5.119,0.0
AFG,Asia,Afghanistan,2020-05-06,5.332,0.0
AFG,Asia,Afghanistan,2020-05-07,5.273,0.0
AFG,Asia,Afghanistan,2020-05-08,5.468,0.0
AFG,Asia,Afghanistan,2020-05-09,5.769,0.0
AFG,Asia,Afghanistan,2020-05-10,6.231,0.0
AFG,Asia,Afghanistan,2020-05-11,6.576,0.0
AFG,Asia,Afghanistan,2020-05-12,6.396,0.0
AFG,Asia,Afghanistan,2020-05-13,6.73,0.0
AFG,Asia,Afghanistan,2020-05-14,7.618,0.0
AFG,Asia,Afghanistan,2020-05-15,8.341,0.0
AFG,Asia,Afghanistan,2020-05-16,8.664,0.0
AFG,Asia,Afghanistan,2020-05-17,8.301,0.0
AFG,Asia,Afghanistan,2020-05-18,8.756,0.0
AFG,Asia,Afghanistan,2020-05-19,9.857,0.0
AFG,Asia,Afghanistan,2020-05-20,10.712,0.0
AFG,Asia,Afghanistan,2020-05-21,11.145,0.0
AFG,Asia,Afghanistan,2020-05-22,11.615,0.0
AFG,Asia,Afghanistan,2020-05-23,13.204,0.0
AFG,Asia,Afghanistan,2020-05-24,14.385,0.0
AFG,Asia,Afghanistan,2020-05-25,15.057,0.0
AFG,Asia,Afghanistan,2020-05-26,15.34,0.0
AFG,Asia,Afghanistan,2020-05-27,15.828,0.0
AFG,Asia,Afghanistan,2020-05-28,16.007,0.0
AFG,Asia,Afghanistan,2020-05-29,16.305,0.0
AFG,Asia,Afghanistan,2020-05-30,16.613,0.0
AFG,Asia,Afghanistan,2020-05-31,16.965,0.0
AFG,Asia,Afghanistan,2020-06-01,16.796,0.0
AFG,Asia,Afghanistan,2020-06-02,17.167,0.0
AFG,Asia,Afghanistan,2020-06-03,17.655,0.0
AFG,Asia,Afghanistan,2020-06-04,18.415,0.0
AFG,Asia,Afghanistan,2020-06-05,19.486,0.0
AFG,Asia,Afghanistan,2020-06-06,18.444,0.0
AFG,Asia,Afghanistan,2020-06-07,18.851,0.0
AFG,Asia,Afghanistan,2020-06-08,18.962,0.0
AFG,Asia,Afghanistan,2020-06-09,18.165,0.0
AFG,Asia,Afghanistan,2020-06-10,17.894,0.0
AFG,Asia,Afghanistan,2020-06-11,17.751,0.0
AFG,Asia,Afghanistan,2020-06-12,16.8,0.0
AFG,Asia,Afghanistan,2020-06-13,16.705,0.0
AFG,Asia,Afghanistan,2020-06-14,16.239,0.0
AFG,Asia,Afghanistan,2020-06-15,16.921,0.0
AFG,Asia,Afghanistan,2020-06-16,17.806,0.0
AFG,Asia,Afghanistan,2020-06-17,17.365,0.0
AFG,Asia,Afghanistan,2020-06-18,17.035,0.0
AFG,Asia,Afghanistan,2020-06-19,15.897,0.0
AFG,Asia,Afghanistan,2020-06-20,15.861,0.0
AFG,Asia,Afghanistan,2020-06-21,14.925,0.0
AFG,Asia,Afghanistan,2020-06-22,13.27,0.0
AFG,Asia,Afghanistan,2020-06-23,11.585,0.0
AFG,Asia,Afghanistan,2020-06-24,10.374,0.0
AFG,Asia,Afghanistan,2020-06-25,9.648,0.0
AFG,Asia,Afghanistan,2020-06-26,9.391,0.0
AFG,Asia,Afghanistan,2020-06-27,7.993,0.0
AFG,Asia,Afghanistan,2020-06-28,7.78,0.0
AFG,Asia,Afghanistan,2020-06-29,7.637,0.0
AFG,Asia,Afghanistan,2020-06-30,7.472,0.0
AFG,Asia,Afghanistan,2020-07-01,7.784,0.0
AFG,Asia,Afghanistan,2020-07-02,6.778,0.0
AFG,Asia,Afghanistan,2020-07-03,6.873,0.0
AFG,Asia,Afghanistan,2020-07-04,7.545,0.0
AFG,Asia,Afghanistan,2020-07-05,7.281,0.0
AFG,Asia,Afghanistan,2020-07-06,7.163,0.0
AFG,Asia,Afghanistan,2020-07-07,6.851,0.0
AFG,Asia,Afghanistan,2020-07-08,6.451,0.0
AFG,Asia,Afghanistan,2020-07-09,6.921,0.0
AFG,Asia,Afghanistan,2020-07-10,6.862,0.0
AFG,Asia,Afghanistan,2020-07-11,6.217,0.0
AFG,Asia,Afghanistan,2020-07-12,5.505,0.0
AFG,Asia,Afghanistan,2020-07-13,5.193,0.0
AFG,Asia,Afghanistan,2020-07-14,4.976,0.0
AFG,Asia,Afghanistan,2020-07-15,5.138,0.0
AFG,Asia,Afghanistan,2020-07-16,4.264,0.0
AFG,Asia,Afghanistan,2020-07-17,3.798,0.0
AFG,Asia,Afghanistan,2020-07-18,3.387,0.0
AFG,Asia,Afghanistan,2020-07-19,3.714,0.0
AFG,Asia,Afghanistan,2020-07-20,3.295,0.0
AFG,Asia,Afghanistan,2020-07-21,3.211,0.0
AFG,Asia,Afghanistan,2020-07-22,2.69,0.0
AFG,Asia,Afghanistan,2020-07-23,3.149,0.0
AFG,Asia,Afghanistan,2020-07-24,2.785,0.0
AFG,Asia,Afghanistan,2020-07-25,2.741,0.0
AFG,Asia,Afghanistan,2020-07-26,2.547,0.0
AFG,Asia,Afghanistan,2020-07-27,2.789,0.0
AFG,Asia,Afghanistan,2020-07-28,2.763,0.0
AFG,Asia,Afghanistan,2020-07-29,2.738,0.0
AFG,Asia,Afghanistan,2020-07-30,2.253,0.0
AFG,Asia,Afghanistan,2020-07-31,2.521,0.0
AFG,Asia,Afghanistan,2020-08-01,2.473,0.0
AFG,Asia,Afghanistan,2020-08-02,2.033,0.0
AFG,Asia,Afghanistan,2020-08-03,1.776,0.0
AFG,Asia,Afghanistan,2020-08-04,1.523,0.0
AFG,Asia,Afghanistan,2020-08-05,1.31,0.0
AFG,Asia,Afghanistan,2020-08-06,1.453,0.0
AFG,Asia,Afghanistan,2020-08-07,1.251,0.0
AFG,Asia,Afghanistan,2020-08-08,1.27,0.0
AFG,Asia,Afghanistan,2020-08-09,1.402,0.0
AFG,Asia,Afghanistan,2020-08-10,1.527,0.0
AFG,Asia,Afghanistan,2020-08-11,1.787,0.0
AFG,Asia,Afghanistan,2020-08-12,1.894,0.0
AFG,Asia,Afghanistan,2020-08-13,1.813,0.0
AFG,Asia,Afghanistan,2020-08-14,1.802,0.0
AFG,Asia,Afghanistan,2020-08-15,1.82,0.0
AFG,Asia,Afghanistan,2020-08-16,1.861,0.0
AFG,Asia,Afghanistan,2020-08-17,1.886,0.0
AFG,Asia,Afghanistan,2020-08-18,1.651,0.0
AFG,Asia,Afghanistan,2020-08-19,1.519,0.0
AFG,Asia,Afghanistan,2020-08-20,1.578,0.0
AFG,Asia,Afghanistan,2020-08-21,1.424,0.0
AFG,Asia,Afghanistan,2020-08-22,1.475,0.0
AFG,Asia,Afghanistan,2020-08-23,1.468,0.0
AFG,Asia,Afghanistan,2020-08-24,1.387,0.0
AFG,Asia,Afghanistan,2020-08-25,1.288,0.0
AFG,Asia,Afghanistan,2020-08-26,1.295,0.0
AFG,Asia,Afghanistan,2020-08-27,0.98,0.0
AFG,Asia,Afghanistan,2020-08-28,0.899,0.0
AFG,Asia,Afghanistan,2020-08-29,0.694,0.0
AFG,Asia,Afghanistan,2020-08-30,0.606,0.0
AFG,Asia,Afghanistan,2020-08-31,0.418,0.0
AFG,Asia,Afghanistan,2020-09-01,0.484,0.0
AFG,Asia,Afghanistan,2020-09-02,0.514,0.0
AFG,Asia,Afghanistan,2020-09-03,0.62,0.0
AFG,Asia,Afghanistan,2020-09-04,0.639,0.0
AFG,Asia,Afghanistan,2020-09-05,0.701,0.0
AFG,Asia,Afghanistan,2020-09-06,0.892,0.0
AFG,Asia,Afghanistan,2020-09-07,1.229,0.0
AFG,Asia,Afghanistan,2020-09-08,1.2,0.0
AFG,Asia,Afghanistan,2020-09-09,1.105,0.0
AFG,Asia,Afghanistan,2020-09-10,1.042,0.0
AFG,Asia,Afghanistan,2020-09-11,1.108,0.0
AFG,Asia,Afghanistan,2020-09-12,1.163,0.0
AFG,Asia,Afghanistan,2020-09-13,1.167,0.0
AFG,Asia,Afghanistan,2020-09-14,1.02,0.0
AFG,Asia,Afghanistan,2020-09-15,1.083,0.0
AFG,Asia,Afghanistan,2020-09-16,1.141,0.0
AFG,Asia,Afghanistan,2020-09-17,1.101,0.0
AFG,Asia,Afghanistan,2020-09-18,1.068,0.0
AFG,Asia,Afghanistan,2020-09-19,1.02,0.0
AFG,Asia,Afghanistan,2020-09-20,1.204,0.0
AFG,Asia,Afghanistan,2020-09-21,1.108,0.0
AFG,Asia,Afghanistan,2020-09-22,1.031,0.0
AFG,Asia,Afghanistan,2020-09-23,1.064,0.0
AFG,Asia,Afghanistan,2020-09-24,1.094,0.0
AFG,Asia,Afghanistan,2020-09-25,1.061,0.0
AFG,Asia,Afghanistan,2020-09-26,1.002,0.0
AFG,Asia,Afghanistan,2020-09-27,0.672,0.0
AFG,Asia,Afghanistan,2020-09-28,0.606,0.0
AFG,Asia,Afghanistan,2020-09-29,0.58,0.0
AFG,Asia,Afghanistan,2020-09-30,0.451,0.0
AFG,Asia,Afghanistan,2020-10-01,0.422,0.0
AFG,Asia,Afghanistan,2020-10-02,0.382,0.0
AFG,Asia,Afghanistan,2020-10-03,0.385,0.0
AFG,Asia,Afghanistan,2020-10-04,0.418,0.0
AFG,Asia,Afghanistan,2020-10-05,0.672,0.0
AFG,Asia,Afghanistan,2020-10-06,0.851,0.0
AFG,Asia,Afghanistan,2020-10-07,1.028,0.0
AFG,Asia,Afghanistan,2020-10-08,1.215,0.0
AFG,Asia,Afghanistan,2020-10-09,1.479,0.0
AFG,Asia,Afghanistan,2020-10-10,1.49,0.0
AFG,Asia,Afghanistan,2020-10-11,1.681,0.0
AFG,Asia,Afghanistan,2020-10-12,1.644,0.0
AFG,Asia,Afghanistan,2020-10-13,1.622,0.0
AFG,Asia,Afghanistan,2020-10-14,1.637,0.0
AFG,Asia,Afghanistan,2020-10-15,1.505,0.0
AFG,Asia,Afghanistan,2020-10-16,1.45,0.0
AFG,Asia,Afghanistan,2020-10-17,1.607,0.0
AFG,Asia,Afghanistan,2020-10-18,1.472,0.0
AFG,Asia,Afghanistan,2020-10-19,1.53,0.0
AFG,Asia,Afghanistan,2020-10-20,1.618,0.0
AFG,Asia,Afghanistan,2020-10-21,1.894,0.0
AFG,Asia,Afghanistan,2020-10-22,2.202,0.0
AFG,Asia,Afghanistan,2020-10-23,2.198,0.0
AFG,Asia,Afghanistan,2020-10-24,2.301,0.0
AFG,Asia,Afghanistan,2020-10-25,2.323,0.0
AFG,Asia,Afghanistan,2020-10-26,2.385,0.0
AFG,Asia,Afghanistan,2020-10-27,2.433,0.0
AFG,Asia,Afghanistan,2020-10-28,2.33,0.0
AFG,Asia,Afghanistan,2020-10-29,2.356,0.0
AFG,Asia,Afghanistan,2020-10-30,2.374,0.0
AFG,Asia,Afghanistan,2020-10-31,2.411,0.0
AFG,Asia,Afghanistan,2020-11-01,2.451,0.0
AFG,Asia,Afghanistan,2020-11-02,2.554,0.0
AFG,Asia,Afghanistan,2020-11-03,2.554,0.0
AFG,Asia,Afghanistan,2020-11-04,2.455,0.0
AFG,Asia,Afghanistan,2020-11-05,2.448,0.0
AFG,Asia,Afghanistan,2020-11-06,2.352,0.0
AFG,Asia,Afghanistan,2020-11-07,2.231,0.0
AFG,Asia,Afghanistan,2020-11-08,2.415,0.0
AFG,Asia,Afghanistan,2020-11-09,2.437,0.0
AFG,Asia,Afghanistan,2020-11-10,2.697,0.0
AFG,Asia,Afghanistan,2020-11-11,2.917,0.0
AFG,Asia,Afghanistan,2020-11-12,3.156,0.0
AFG,Asia,Afghanistan,2020-11-13,3.648,0.0
AFG,Asia,Afghanistan,2020-11-14,3.677,0.0
AFG,Asia,Afghanistan,2020-11-15,3.967,0.0
AFG,Asia,Afghanistan,2020-11-16,4.297,0.0
AFG,Asia,Afghanistan,2020-11-17,4.47,0.0
AFG,Asia,Afghanistan,2020-11-18,4.826,0.0
AFG,Asia,Afghanistan,2020-11-19,5.072,0.0
AFG,Asia,Afghanistan,2020-11-20,5.116,0.0
AFG,Asia,Afghanistan,2020-11-21,5.387,0.0
AFG,Asia,Afghanistan,2020-11-22,5.38,0.0
AFG,Asia,Afghanistan,2020-11-23,5.578,0.0
AFG,Asia,Afghanistan,2020-11-24,5.479,0.0
AFG,Asia,Afghanistan,2020-11-25,5.358,0.0
AFG,Asia,Afghanistan,2020-11-26,5.222,0.0
AFG,Asia,Afghanistan,2020-11-27,4.991,0.0
AFG,Asia,Afghanistan,2020-11-28,4.921,0.0
AFG,Asia,Afghanistan,2020-11-29,5.174,0.0
AFG,Asia,Afghanistan,2020-11-30,4.719,0.0
AFG,Asia,Afghanistan,2020-12-01,4.925,0.0
AFG,Asia,Afghanistan,2020-12-02,4.895,0.0
AFG,Asia,Afghanistan,2020-12-03,4.539,0.0
AFG,Asia,Afghanistan,2020-12-04,4.088,0.0
AFG,Asia,Afghanistan,2020-12-05,4.506,0.0
AFG,Asia,Afghanistan,2020-12-06,4.367,0.0
AFG,Asia,Afghanistan,2020-12-07,4.558,0.0
AFG,Asia,Afghanistan,2020-12-08,4.404,0.0
AFG,Asia,Afghanistan,2020-12-09,4.158,0.0
AFG,Asia,Afghanistan,2020-12-10,4.462,0.0
AFG,Asia,Afghanistan,2020-12-11,4.694,0.0
AFG,Asia,Afghanistan,2020-12-12,4.246,0.0
AFG,Asia,Afghanistan,2020-12-13,4.481,0.0
AFG,Asia,Afghanistan,2020-12-14,4.411,0.0
AFG,Asia,Afghanistan,2020-12-15,4.536,0.0
AFG,Asia,Afghanistan,2020-12-16,4.807,0.0
AFG,Asia,Afghanistan,2020-12-17,4.862,0.0
AFG,Asia,Afghanistan,2020-12-18,5.523,0.0
AFG,Asia,Afghanistan,2020-12-19,5.328,0.0
AFG,Asia,Afghanistan,2020-12-20,4.734,0.0
AFG,Asia,Afghanistan,2020-12-21,4.752,0.0
AFG,Asia,Afghanistan,2020-12-22,4.543,0.0
AFG,Asia,Afghanistan,2020-12-23,4.668,0.0
AFG,Asia,Afghanistan,2020-12-24,4.686,0.0
AFG,Asia,Afghanistan,2020-12-25,4.363,0.0
AFG,Asia,Afghanistan,2020-12-26,4.422,0.0
AFG,Asia,Afghanistan,2020-12-27,4.484,0.0
AFG,Asia,Afghanistan,2020-12-28,4.65,0.0
AFG,Asia,Afghanistan,2020-12-29,4.257,0.0
AFG,Asia,Afghanistan,2020-12-30,3.567,0.0
AFG,Asia,Afghanistan,2020-12-31,3.196,0.0
AFG,Asia,Afghanistan,2021-01-01,2.628,0.0
AFG,Asia,Afghanistan,2021-01-02,2.349,0.0
AFG,Asia,Afghanistan,2021-01-03,1.787,0.0
AFG,Asia,Afghanistan,2021-01-04,6.352,0.0
AFG,Asia,Afghanistan,2021-01-05,6.44,0.0
AFG,Asia,Afghanistan,2021-01-06,6.239,0.0
AFG,Asia,Afghanistan,2021-01-07,6.169,0.0
AFG,Asia,Afghanistan,2021-01-08,6.628,0.0
AFG,Asia,Afghanistan,2021-01-09,6.877,0.0
AFG,Asia,Afghanistan,2021-01-10,7.204,0.0
AFG,Asia,Afghanistan,2021-01-11,1.934,0.0
AFG,Asia,Afghanistan,2021-01-12,1.758,0.0
AFG,Asia,Afghanistan,2021-01-13,1.758,0.0
AFG,Asia,Afghanistan,2021-01-14,2.084,0.0
AFG,Asia,Afghanistan,2021-01-15,1.831,0.0
AFG,Asia,Afghanistan,2021-01-16,1.974,0.0
AFG,Asia,Afghanistan,2021-01-17,1.817,0.0
AFG,Asia,Afghanistan,2021-01-18,1.923,0.0
AFG,Asia,Afghanistan,2021-01-19,2.044,0.0
AFG,Asia,Afghanistan,2021-01-20,2.547,0.0
AFG,Asia,Afghanistan,2021-01-21,2.305,0.0
AFG,Asia,Afghanistan,2021-01-22,2.393,0.0
AFG,Asia,Afghanistan,2021-01-23,2.279,0.0
AFG,Asia,Afghanistan,2021-01-24,2.242,0.0
AFG,Asia,Afghanistan,2021-01-25,2.239,0.0
AFG,Asia,Afghanistan,2021-01-26,2.235,0.0
AFG,Asia,Afghanistan,2021-01-27,2.114,0.0
AFG,Asia,Afghanistan,2021-01-28,1.791,0.0
AFG,Asia,Afghanistan,2021-01-29,1.673,0.0
AFG,Asia,Afghanistan,2021-01-30,1.648,0.0
AFG,Asia,Afghanistan,2021-01-31,1.571,0.0
AFG,Asia,Afghanistan,2021-02-01,1.42,0.0
AFG,Asia,Afghanistan,2021-02-02,1.361,0.0
AFG,Asia,Afghanistan,2021-02-03,1.174,0.0
AFG,Asia,Afghanistan,2021-02-04,1.248,0.0
AFG,Asia,Afghanistan,2021-02-05,1.196,0.0
AFG,Asia,Afghanistan,2021-02-06,1.182,0.0
AFG,Asia,Afghanistan,2021-02-07,1.145,0.0
AFG,Asia,Afghanistan,2021-02-08,1.101,0.0
AFG,Asia,Afghanistan,2021-02-09,0.965,0.0
AFG,Asia,Afghanistan,2021-02-10,0.837,0.0
AFG,Asia,Afghanistan,2021-02-11,0.694,0.0
AFG,Asia,Afghanistan,2021-02-12,0.661,0.0
AFG,Asia,Afghanistan,2021-02-13,0.525,0.0
AFG,Asia,Afghanistan,2021-02-14,0.576,0.0
AFG,Asia,Afghanistan,2021-02-15,0.569,0.0
AFG,Asia,Afghanistan,2021-02-16,0.492,0.0
AFG,Asia,Afghanistan,2021-02-17,0.506,0.0
AFG,Asia,Afghanistan,2021-02-18,0.503,0.0
AFG,Asia,Afghanistan,2021-02-19,0.477,0.0
AFG,Asia,Afghanistan,2021-02-20,0.393,0.0
AFG,Asia,Afghanistan,2021-02-21,0.411,0.0
AFG,Asia,Afghanistan,2021-02-22,0.378,0.0
AFG,Asia,Afghanistan,2021-02-23,0.47,0.02
AFG,Asia,Afghanistan,2021-02-24,0.455,0.02
AFG,Asia,Afghanistan,2021-02-25,0.451,0.02
AFG,Asia,Afghanistan,2021-02-26,0.444,0.02
AFG,Asia,Afghanistan,2021-02-27,0.466,0.02
AFG,Asia,Afghanistan,2021-02-28,0.404,0.02
AFG,Asia,Afghanistan,2021-03-01,0.426,0.14
AFG,Asia,Afghanistan,2021-03-02,0.415,0.14
AFG,Asia,Afghanistan,2021-03-03,0.389,0.14
AFG,Asia,Afghanistan,2021-03-04,0.349,0.14
AFG,Asia,Afghanistan,2021-03-05,0.481,0.14
AFG,Asia,Afghanistan,2021-03-06,0.488,0.14
AFG,Asia,Afghanistan,2021-03-07,0.488,0.14
AFG,Asia,Afghanistan,2021-03-08,0.525,0.14
AFG,Asia,Afghanistan,2021-03-09,0.429,0.14
AFG,Asia,Afghanistan,2021-03-10,0.455,0.14
AFG,Asia,Afghanistan,2021-03-11,0.521,0.14
AFG,Asia,Afghanistan,2021-03-12,0.484,0.14
AFG,Asia,Afghanistan,2021-03-13,0.437,0.14
AFG,Asia,Afghanistan,2021-03-14,0.506,0.14
AFG,Asia,Afghanistan,2021-03-15,0.4,0.14
AFG,Asia,Afghanistan,2021-03-16,0.437,0.14
AFG,Asia,Afghanistan,2021-03-17,0.448,0.14
AFG,Asia,Afghanistan,2021-03-18,0.466,0.14
AFG,Asia,Afghanistan,2021-03-19,0.404,0.14
AFG,Asia,Afghanistan,2021-03-20,0.492,0.14
AFG,Asia,Afghanistan,2021-03-21,0.433,0.14
AFG,Asia,Afghanistan,2021-03-22,0.617,0.14
AFG,Asia,Afghanistan,2021-03-23,0.668,0.14
AFG,Asia,Afghanistan,2021-03-24,0.646,0.14
AFG,Asia,Afghanistan,2021-03-25,0.668,0.14
AFG,Asia,Afghanistan,2021-03-26,0.679,0.14
AFG,Asia,Afghanistan,2021-03-27,0.723,0.14
AFG,Asia,Afghanistan,2021-03-28,0.701,0.14
AFG,Asia,Afghanistan,2021-03-29,0.62,0.14
AFG,Asia,Afghanistan,2021-03-30,0.76,0.14
AFG,Asia,Afghanistan,2021-03-31,0.961,0.14
AFG,Asia,Afghanistan,2021-04-01,1.068,0.14
AFG,Asia,Afghanistan,2021-04-02,1.167,0.14
AFG,Asia,Afghanistan,2021-04-03,1.119,0.14
AFG,Asia,Afghanistan,2021-04-04,1.402,0.14
AFG,Asia,Afghanistan,2021-04-05,1.45,0.14
AFG,Asia,Afghanistan,2021-04-06,1.45,0.14
OWID_AFR,,Africa,2020-02-13,0.0,0.0
OWID_AFR,,Africa,2020-02-14,0.0,0.0
OWID_AFR,,Africa,2020-02-15,0.0,0.0
OWID_AFR,,Africa,2020-02-16,0.0,0.0
OWID_AFR,,Africa,2020-02-17,0.0,0.0
OWID_AFR,,Africa,2020-02-18,0.0,0.0
OWID_AFR,,Africa,2020-02-19,0.0,0.0
OWID_AFR,,Africa,2020-02-20,0.0,0.0
OWID_AFR,,Africa,2020-02-21,0.0,0.0
OWID_AFR,,Africa,2020-02-22,0.0,0.0
OWID_AFR,,Africa,2020-02-23,0.0,0.0
OWID_AFR,,Africa,2020-02-24,0.0,0.0
OWID_AFR,,Africa,2020-02-25,0.0,0.0
OWID_AFR,,Africa,2020-02-26,0.0,0.0
OWID_AFR,,Africa,2020-02-27,0.0,0.0
OWID_AFR,,Africa,2020-02-28,0.0,0.0
OWID_AFR,,Africa,2020-02-29,0.0,0.0
OWID_AFR,,Africa,2020-03-01,0.0,0.0
OWID_AFR,,Africa,2020-03-02,0.001,0.0
OWID_AFR,,Africa,2020-03-03,0.001,0.0
OWID_AFR,,Africa,2020-03-04,0.002,0.0
OWID_AFR,,Africa,2020-03-05,0.002,0.0
OWID_AFR,,Africa,2020-03-06,0.004,0.0
OWID_AFR,,Africa,2020-03-07,0.004,0.0
OWID_AFR,,Africa,2020-03-08,0.008,0.0
OWID_AFR,,Africa,2020-03-09,0.009,0.0
OWID_AFR,,Africa,2020-03-10,0.01,0.0
OWID_AFR,,Africa,2020-03-11,0.01,0.0
OWID_AFR,,Africa,2020-03-12,0.012,0.0
OWID_AFR,,Africa,2020-03-13,0.014,0.0
OWID_AFR,,Africa,2020-03-14,0.022,0.0
OWID_AFR,,Africa,2020-03-15,0.025,0.0
OWID_AFR,,Africa,2020-03-16,0.033,0.0
OWID_AFR,,Africa,2020-03-17,0.04,0.0
OWID_AFR,,Africa,2020-03-18,0.051,0.0
OWID_AFR,,Africa,2020-03-19,0.069,0.0
OWID_AFR,,Africa,2020-03-20,0.084,0.0
OWID_AFR,,Africa,2020-03-21,0.098,0.0
OWID_AFR,,Africa,2020-03-22,0.12,0.0
OWID_AFR,,Africa,2020-03-23,0.151,0.0
OWID_AFR,,Africa,2020-03-24,0.188,0.0
OWID_AFR,,Africa,2020-03-25,0.232,0.0
OWID_AFR,,Africa,2020-03-26,0.271,0.0
OWID_AFR,,Africa,2020-03-27,0.311,0.0
OWID_AFR,,Africa,2020-03-28,0.325,0.0
OWID_AFR,,Africa,2020-03-29,0.357,0.0
OWID_AFR,,Africa,2020-03-30,0.36,0.0
OWID_AFR,,Africa,2020-03-31,0.376,0.0
OWID_AFR,,Africa,2020-04-01,0.384,0.0
OWID_AFR,,Africa,2020-04-02,0.395,0.0
OWID_AFR,,Africa,2020-04-03,0.429,0.0
OWID_AFR,,Africa,2020-04-04,0.465,0.0
OWID_AFR,,Africa,2020-04-05,0.481,0.0
OWID_AFR,,Africa,2020-04-06,0.512,0.0
OWID_AFR,,Africa,2020-04-07,0.517,0.0
OWID_AFR,,Africa,2020-04-08,0.539,0.0
OWID_AFR,,Africa,2020-04-09,0.556,0.0
OWID_AFR,,Africa,2020-04-10,0.533,0.0
OWID_AFR,,Africa,2020-04-11,0.537,0.0
OWID_AFR,,Africa,2020-04-12,0.553,0.0
OWID_AFR,,Africa,2020-04-13,0.561,0.0
